Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Total_power_mainMeter
10-08-16,0.255,0.309,0,0.193,0,0.119,0.224,0.136,0,0.81,0,0,0,0,0.025,0.221,0,0,0,0,0,0,0.326,0.032,0,0.018,0.003,0,0,0.06,0,0.005,0,0.004,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,4.989
11-08-16,0.249,0.229,0,0,0,0.287,1.052,0.34,0,0.927,0,0.142,0,0,0.053,0.228,0.086,0,0.032,0.414,0,0.001,0.36,0,0,0.042,0.003,0,0,0.059,0,0.008,0,0,0,0,0,0,0,0.038,0.288,0,0,0,0,0,0,0,0,0,0,0,7.575
12-08-16,0.252,0.355,0,0,1.26,0.131,0.097,0,0.07,0.943,0,0.021,0,0,0.027,0.224,0,0,0.001,0,0,0.005,0.199,0,0,0.024,0.003,0,0,0.058,0,0.005,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,6.149
13-08-16,0.229,0.256,0,0.166,0,0.451,0.464,0.335,0.069,0.95,0.04,0,0,0,0.089,0.226,0,0,0,0,0,0.001,0.327,0.027,0,0.063,0.003,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0.001,0,0,0,0,0,0,6.101
14-08-16,0.244,0.298,0,0.191,1.224,0.546,0.591,0.453,0.069,0.874,0.008,0,0,0,0.106,0.225,0,0,0,0,0,0.006,0.159,0,0,0.086,0.003,0,0,0.059,0,0.009,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,1,8.135
15-08-16,0.241,0.329,0,0.223,1.163,0.383,1.474,0.231,0.003,0.949,0,0.125,0,0,0.072,0.231,0,0,0.031,0,0,0.003,0.227,0,0,0.052,0,0,0,0.057,0,0.004,0,0,0,0,0,0,0,0.027,0.29,0,0,0,0,0,0,0,0,0,0,0,9.081
16-08-16,0.229,0.265,0,0,0,0.484,0.332,0.31,0.075,0.82,0,0.088,0,0,0.138,0.222,0,0,0.007,0.325,0,0.002,0.2,0,0.006,0.101,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0.046,0.291,0,0,0,0,0,0,0,0,0.078,0,0,6.352
17-08-16,0.251,0.302,0,0.039,1.159,0.221,0.23,0.232,0.113,0.81,0.014,0,0,0,0.046,0.218,0,0,0,0,0,0.007,0.314,0.008,0,0.076,0.003,0,0,0.059,0,0.011,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,6.986
18-08-16,0.246,0.226,0,0.641,0,0.417,0.271,0.059,0.251,0.814,0.194,0,0,0,0.092,0.22,0,0,0,0,0,0.015,0.628,0.022,0,0.189,0.004,0,0,0.057,0,0.004,0,0,0,0,0,0,0,0.015,0.289,0,0,0,0,0,0,0,0,0,0,0,7.312
19-08-16,0.257,0.07,0,0,1.204,0.631,0.407,0.213,0.072,0.988,0.016,0,0,0,0.238,0.224,0.022,0,0,0,0,0,0.882,0,0,0.087,0.005,0,0,0.057,0.036,0.004,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0.012,0,8.522
20-08-16,0.248,0.225,0,0,1.206,0.37,0.331,0.423,0.126,1.218,0,0,0,0,0.145,0.225,0.054,0,0,0.996,0,0.001,1.262,0,0,0.13,0.004,0,0,0.06,0,0.005,0,0,0,0,0,0,0,0,0.295,0.003,0,0,0,0.002,0,0,0,0,0,0,11.274
21-08-16,0.244,0.262,0,0,1.191,0.415,0.284,0.452,0.071,1.039,0.038,0,0,0,0.089,0.226,0.053,0,0,0.099,0,0,0.506,0,0,0.11,0.003,0,0,0.06,0,0.005,0,0,0,0,0,0,0,0.093,0.298,0,0,0,0,0,0,0,0,0,0,1,8.18
22-08-16,0.256,0.306,0,0.756,1.106,0.458,0.392,0.421,0.291,0.883,0.374,0.324,0,0,0.124,0.223,0,0,0.043,0,0,0,0.494,0.002,0,0.287,0.003,0,0,0.057,0,0.006,0,0,0,0,0,0,0,0.032,0.287,0,0,0.001,0,0,0,0,0,0,0,0,11.137
23-08-16,0.252,0.365,0,0,1.201,0.531,0.48,0.376,0.068,0.95,0,0.411,0,0,0.087,0.221,0,0,0.096,0,0,0.001,0.353,0,0,0.185,0.003,0,0,0.054,0,0.006,0,0,0,0,0,0.004,0,0.01,0.282,0.002,0.003,0,0,0.004,0.007,0.006,0,0,0,0,9.944
24-08-16,0.24,0.272,0,0.75,0,0.477,0.36,0.333,0.202,0.987,0.036,0.309,0,0,0.114,0.224,0,0,0.073,0,0,0,0.48,0,0,0.185,0.003,0,0,0.059,0,0.005,0,0,0,0,0,0,0,0.031,0.287,0,0,0,0,0,0,0,0,0.277,0,0,9.661
25-08-16,0.234,0.222,0,0,1.191,0.313,0.363,0.102,0,1.233,0,0,0,0,0.041,0.223,0,0,0,0.494,0,0,0.351,0.008,0,0.334,0.003,0,0,0.054,0.001,0.005,0,0,0,0,0,0,0,0,0.29,0.001,0.001,0,0,0,0,0,0,0.247,0,0,8.826
26-08-16,0.255,0.319,0,0.018,1.16,0.243,0.352,0.565,0,1.426,0.07,0,0,0,0.039,0.227,0.026,0,0,0,0,0.001,0.855,0.008,0,0.101,0.003,0,0,0.056,0,0.008,0,0,0,0,0,0,0,0.058,0.295,0,0,0,0,0,0.005,0,0,0.105,0,0,9.385
27-08-16,0.252,0.298,0,0,1.216,0.49,0.376,0.315,0.14,1.17,0.046,0,0,0,0.051,0.227,0,0,0,0,0,0,0.749,0.02,0,0.071,0.003,0,0,0.058,0,0.007,0,0.15,0,0,0.003,0.006,0,0.04,0.294,0,0,0,0,0.001,0,0,0,0.357,0,0,9.61
28-08-16,0.25,0.289,0.001,1.444,1.176,0.213,0.236,0.612,0.321,1.151,0.021,0.025,0,0,0.114,0.22,0,0,0.001,0,0,0,0.777,0,0,0.12,0,0,0,0.056,0.003,0.007,0,0.099,0,0,0,0.005,0,0.02,0.291,0.001,0.001,0,0,0,0,0,0,0.329,0,1,11.046
29-08-16,0.252,0.279,0,0,0,0.257,0.414,0.208,0,0.935,0.011,0.335,0,0,0.058,0.218,0,0,0.064,0,0,0,0.137,0,0,0.044,0,0,0,0.058,0,0.003,0,0,0,0,0,0,0,0,0.284,0.002,0,0,0,0.003,0,0,0,0.05,0,0,7.302
30-08-16,0.232,0.241,0,0,0,0.137,0.423,0.059,0.08,0.84,0,0,0,0,0.03,0.219,0,0,0,0,0,0,0.091,0,0,0.023,0,0,0,0.059,0,0.008,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0.001,0,0,0,0,0,0,4.572
31-08-16,0.216,0.17,0,0.165,0,0.149,0.381,0.172,0.08,0.88,0,0.109,0,0,0.028,0.22,0,0,0.026,0,0,0,0.216,0,0,0.022,0,0,0,0.06,0.002,0.004,0,0,0,0,0,0,0,0,0.291,0.002,0,0,0,0.022,0.026,0,0,0.001,0,0,5.291
01-09-16,0.216,0.267,0,0.179,0,0.545,0.505,0.133,0.157,0.995,0,0.034,0,0,0.099,0.228,0,0,0.004,0,0,0,0.258,0.028,0,0.083,0,0,0,0.062,0,0.009,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,6.517
02-09-16,0.253,0.164,0,2.514,1.32,0.413,0.462,0.496,0.109,1.015,0.021,0,0,0,0.077,0.231,0,0,0,0,0,0,0.476,0.032,0,0.062,0,0,0,0.062,0,0.004,0,0,0,0,0,0,0,0.027,0.304,0,0,0,0,0,0,0,0,0,0,0,11.188
03-09-16,0.258,0.203,0,0,0,0.42,0.431,0.304,0.085,0.87,0,0.412,0,0,0.107,0.221,0,0,0.012,0,0,0,0.485,0.036,0,0.068,0,0,0,0.058,0,0.005,0,0,0,0,0,0,0,0.015,0.286,0,0,0,0,0,0,0,0,0,0,0,7.023
04-09-16,0.255,0.113,0,0.855,2.409,0.214,0.26,0.525,0.068,0.891,0,0,0,0,0.044,0.225,0.082,0,0,0.408,0,0,0.577,0.005,0,0.187,0,0,0,0.062,0,0.007,0,0,0,0,0,0,0,0.01,0.3,0,0,0,0,0,0,0,0,0,0,0,10.977
05-09-16,0.26,0.157,0.012,0.329,0,0.277,0.505,0.35,0.187,1.018,0.014,0.073,0,0,0.099,0.226,0.161,0,0.021,0.084,0,0,0.583,0.006,0,0.111,0,0,0,0.062,0.001,0.005,0,0,0,0,0,0,0,0.025,0.297,0,0,0,0,0.009,0.016,0.009,0,0.029,0,0,7.713
06-09-16,0.254,0.206,0,0.517,1.207,0.351,0.438,0.28,0.063,0.945,0.029,0,0,0,0.061,0.224,0.011,0,0,0,0,0,0.326,0.013,0,0.065,0,0,0,0.057,0,0.008,0,0,0,0,0,0.004,0.059,0,0.295,0,0,0,0,0,0,0,0,0.011,0,0,7.544
07-09-16,0.248,0.269,0,0.029,0,0.475,0.338,0.181,0.355,0.995,0.43,0,0,0,0.074,0.226,0.08,0,0,0,0,0,0.549,0,0,0.038,0,0,0,0.06,0,0.006,0,0,0,0,0,0,0,0.025,0.299,0,0,0,0,0.001,0,0,0,0,0,0,7.6
08-09-16,0.256,0.318,0,0,1.207,0.48,0.421,0.252,0.279,1.167,0,0,0,0,0.085,0.227,0.001,0,0,0.45,0,0,0.475,0.029,0,0.074,0,0,0,0.06,0,0.007,0,0,0,0,0,0,0,0.105,0.299,0,0,0,0,0,0,0,0,0.008,0,0,8.201
09-09-16,0.255,0.189,0,0,0,0.213,0.184,0.138,0.136,0.899,0,0.056,0,0,0.046,0.219,0.048,0,0.033,0,0,0,0.317,0.002,0,0.035,0,0,0,0.057,0,0.007,0,0,0,0,0,0,0,0.018,0.285,0,0,0,0,0,0,0.005,0,0,0,0,6.518
10-09-16,0.26,0.015,0,0.03,1.108,0.331,0.378,0.438,0.377,0.961,0.037,0.354,0,0,0.061,0.223,0.042,0,0.071,0,0,0,0.536,0.015,0,0.056,0,0,0,0.058,0,0.002,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0.026,0.043,0.03,0,0,0.014,1,9.308
11-09-16,0.253,0.317,0,0.562,0,0.14,0.251,0.202,0,0.865,0,0.001,0,0,0.029,0.215,0,0,0.049,0,0,0.001,0.282,0.003,0,0.023,0,0,0,0.056,0.019,0.006,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,6.514
12-09-16,0.254,0.254,0,0,1.191,0.341,0.39,0.244,0,0.871,0,0,0,0,0.057,0.226,0.016,0,0,0,0,0,0.286,0.02,0,0.052,0,0,0,0.064,0,0.006,0,0,0,0,0.003,0,0,0,0.3,0,0,0,0,0,0,0,0,0.007,0.005,0,7.153
13-09-16,0.254,0.297,0,0.945,0,0.194,0.195,0.281,0.066,0.974,0,0.259,0.001,0,0.035,0.217,0,0,0.035,0,0,0,0.305,0.004,0,0.031,0,0,0,0.057,0.001,0.005,0,0,0,0,0,0,0,0.013,0.281,0,0,0,0,0,0,0,0,0.063,0,0,7.885
14-09-16,0.253,0.305,0,0,1.223,0.256,0.384,0.31,0,1.091,0,0,0,0,0.043,0.223,0,0,0,0,0,0,0.263,0.009,0,0.04,0,0,0,0.061,0,0.007,0,0,0,0,0.023,0,0,0.033,0.297,0,0,0,0,0,0,0,0,0.029,0,0,7.665
15-09-16,0.257,0.293,0,0,0,0.184,0.171,0.118,0.14,0.96,0.182,0.054,0,0,0.034,0.223,0,0,0.001,0,0,0,0.269,0.019,0,0.071,0,0,0,0.06,0,0.009,0,0,0,0,0,0,0.027,0.012,0.297,0,0,0,0,0.013,0.031,0.004,0,0,0,0,6.114
16-09-16,0.255,0.058,0,1.433,0,0.454,0.331,0.378,0.066,1.075,0.059,0,0,0,0.07,0.223,0.103,0,0,0,0,0,1.036,0.033,0,0.15,0,0,0,0.06,0,0.004,0,0,0,0,0,0,0.087,0.034,0.298,0,0,0,0,0,0,0,0,0.015,0,0,9.52
17-09-16,0.257,0.024,0,0.638,1.303,0.728,0.698,0.371,0.292,0.99,0.064,0,0,0,0.155,0.23,0,0,0,0.344,0,0,1.133,0.037,0,0.123,0,0,0,0.065,0,0.009,0,0,0,0,0,0,0.194,0,0.303,0,0.003,0,0,0.001,0,0,0,0,0,0,11.378
18-09-16,0.26,0.145,0,0.408,1.164,0.357,0.309,0.486,0.612,0.948,0.025,0,0,0,0.118,0.226,0.129,0,0,0,0,0,1.576,0.001,0,0.2,0,0,0,0.062,0,0.007,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.008,1,10.527
19-09-16,0.249,0.11,0,0,0,0.194,0.215,0.211,0.072,0.925,0.017,0,0,0,0.041,0.224,0.308,0,0,0,0,0,0.55,0.019,0,0.032,0,0,0,0.063,0,0.007,0,0,0,0,0.034,0,0.097,0,0.294,0,0,0,0,0,0,0,0,0,0,0,5.932
20-09-16,0.261,0.204,0.006,0,0,0.264,0.205,0.331,0.35,0.839,0,0.329,0,0,0.045,0.219,0.008,0,0.092,0.417,0,0,0.749,0.101,0,0.071,0,0,0,0.062,0,0.003,0,0,0,0,0,0,0,0,0.312,0.001,0,0,0,0.101,0.106,0.074,0,0,0.01,0,8.244
21-09-16,0.258,0.259,0,0.199,1.198,0.229,0.424,0.231,0.21,0.908,0,0.043,0,0,0.046,0.218,0.001,0,0.024,0,0,0,0.286,0.003,0,0.133,0,0,0,0.06,0,0.006,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0.002,0,0.033,0,0,0,0,7.937
22-09-16,0.264,0.188,0,0,0,0.272,0.282,0.349,0.196,0.92,0.016,0.084,0,0,0.049,0.221,0.14,0,0,0.354,0,0,0.347,0.015,0,0.034,0,0,0,0.062,0,0.005,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0.024,0.042,0.03,0,0,0,0,6.833
23-09-16,0.259,0.268,0,0.227,1.23,0.189,0.398,0.512,0.213,0.933,0.372,0.227,0,0,0.036,0.222,0.025,0,0.08,0,0,0,0.473,0.013,0,0.029,0,0,0,0.062,0,0.006,0,0,0,0,0,0,0,0.026,0.29,0,0.001,0,0,0,0.001,0,0,0,0,0,8.97
24-09-16,0.257,0.189,0,0.639,1.301,0.317,1.034,0.189,0.185,1.01,0,0,0,0,0.055,0.232,0.08,0,0,0,0,0,0.298,0.008,0,0.055,0,0,0,0.062,0,0.007,0,0,0,0,0,0.004,0,0.062,0.303,0,0.002,0,0,0,0.003,0,0,0,0,0,8.422
25-09-16,0.259,0.219,0,0.047,0,0.194,0.206,0.328,0.144,0.862,0,0.103,0,0,0.036,0.222,0.045,0,0.019,0,0,0,0.436,0.005,0,0.03,0,0,0,0.058,0,0.006,0,0,0,0,0,0,0,0,0.29,0.001,0,0,0,0,0,0,0.121,0,0.047,1,6.299
26-09-16,0.258,0.156,0,0.052,1.257,0.677,0.731,0.409,0.181,0.869,0.373,0.116,0,0,0.118,0.222,0,0,0.013,0,0,0,0.85,0.002,0,0.104,0,0,0,0.059,0,0.005,0,0,0,0,0,0,0,0.032,0.285,0.001,0,0,0,0,0,0,0,0,0.022,0,9.883
27-09-16,0.261,0.175,0,0,1.288,0.262,1.624,0.363,0.205,0.908,0,0.063,0,0,0.045,0.232,0.034,0,0.001,0,0,0,0.693,0.022,0,0.037,0,0,0,0.061,0,0.005,0,0,0.016,0,0,0,0,0.031,0.294,0,0.001,0.001,0,0.011,0.013,0.009,0,0,0.002,0,9.386
28-09-16,0.264,0.237,0,0.052,1.145,0.26,0.373,0.426,0.138,0.857,0,0.197,0,0,0.048,0.212,0.066,0,0.053,0,0,0,0.422,0.006,0,0.036,0,0,0,0.058,0,0.002,0,0,0,0,0,0,0,0.05,0.281,0.001,0.001,0,0,0.019,0.024,0.017,0.831,0,0,0,9.316
29-09-16,0.262,0.205,0,0.487,0,0.387,0.348,0.155,0.311,0.825,0,0.282,0,0,0.059,0.21,0.122,0,0.039,0,0,0,0.512,0.034,0,0.057,0,0,0,0.055,0.169,0.009,0,0,0,0,0.003,0,0,0.015,0.269,0,0,0,0,0,0,0.005,3.388,0,0,0,12.373
30-09-16,0.264,0.289,0,0,1.312,0.453,0.566,0.464,0.089,0.866,0.038,0.058,0,0,0.227,0.222,0,0,0,0,0,0,0.741,0.008,0,0.181,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0.021,0.289,0,0,0,0,0.002,0.002,0.002,1.212,0,0,0,10.638
01-10-16,0.316,0.13,0,0.943,1.37,0.275,0.324,0.712,0.131,0.854,0.159,0.071,0,0,0.118,0.217,0.2,0,0.026,0.279,0,0,1.387,0.09,0,0.112,0,0,0,0.058,0,0.01,0,0,0,0,0,0,0,0.115,0.286,0,0,0,0,0,0,0,0,0,0,1,12.034
02-10-16,0.313,0.249,0,0.004,1.298,0.553,0.673,0.41,0.247,0.954,0.325,0.044,0,0,0.12,0.223,0.2,0,0.025,0,0,0,0.971,0.09,0,0.121,0,0,0,0.059,0,0.007,0,0,0,0,0,0,0,0.048,0.294,0,0,0,0,0,0.028,0.018,0.001,0,0.01,0,10.306
03-10-16,0.467,0.225,0,0.301,0,0.471,1.644,0.416,0.265,0.893,0.293,0,0,0,0.072,0.232,0.134,0,0,0,0,0,0.713,0.043,0,0.161,0,0,0,0.062,0,0.007,0.023,0,0,0,0,0,0.083,0.062,0.296,0,0,0,0,0.002,0,0,0,0,0,0,9.973
04-10-16,0.328,0.265,0.006,1.299,2.558,0.171,0.434,0.506,0.27,0.807,0.053,0.595,0.01,0,0.045,0.218,0.212,0,0.069,0,0,0,0.691,0.024,0,0.166,0,0,0,0.059,0,0.005,0,0,0,0,0,0,0,0,0.282,0,0,0,0,0.028,0.029,0.019,0,0,0,1,13.095
05-10-16,0.262,0.233,0,0.311,1.364,0.482,0.586,0.494,0.348,0.898,0.238,0.143,0,0,0.094,0.221,0.124,0,0.043,0,0,0,0.533,0.036,0,0.075,0,0,0,0.06,0,0.004,0,0,0,0,0,0,0,0.025,0.286,0,0,0,0,0,0,0,0,0,0,0,10.548
06-10-16,0.261,0.184,0,0.533,0,0.43,1.464,0.37,0.095,0.883,0.026,0,0,0,0.057,0.235,0.227,0,0,0.264,0,0,0.489,0.022,0,0.063,0,0,0,0.063,0.001,0.012,0,0,0,0,0,0,0,0,0.302,0.001,0,0,0,0,0,0,0,0,0.01,0,9.502
07-10-16,0.338,0.097,0.003,0,2.136,0.497,1.139,0.524,0.281,1.019,0.262,0.021,0,0,0.122,0.228,0.171,0,0.001,0.06,0,0,1.339,0.04,0,0.096,0,0,0,0.063,0,0.007,0,0,0.001,0,0,0,0,0.067,0.297,0,0,0,0,0.005,0.043,0.004,0,0,0,1,11.297
08-10-16,0.301,0.144,0,1.994,1.876,0.32,0.679,0.633,0.379,0.989,0.133,0.007,0,0,0.062,0.225,0.144,0,0,0,0,0,1.97,0.115,0,0.076,0,0,0,0.064,0,0.003,0,0,0,0,0,0,0,0.077,0.3,0,0,0,0,0,0,0.001,0,0,0,0,14.876
09-10-16,0.296,0.173,0,1.325,1.356,0.739,1.313,0.358,0.234,0.865,0.041,0,0,0,0.139,0.228,0.117,0,0,0,0,0.005,1.154,0.007,0,0.215,0,0,0,0.064,0,0.004,0,0.09,0,0,0,0,0,0.056,0.297,0,0,0,0,0,0,0,0,0,0,0,12.769
10-10-16,0.27,0.192,0,0.599,1.376,0.646,0.596,0.558,0.143,0.882,0.265,0,0,0,0.106,0.224,0.228,0,0,0.019,0,0.02,0.611,0.004,0,0.155,0,0,0,0.063,0,0.009,0,0,0,0,0.003,0,0,0.023,0.299,0,0,0,0,0,0,0,0,0,0,0,10.273
11-10-16,0.284,0.174,0,1.467,0,0.479,0.732,0.501,0.135,0.827,0,0.092,0,0,0.106,0.22,0.064,0,0.022,0.309,0,0,1.116,0.024,0,0.123,0,0,0,0.06,0,0.007,0.013,0,0,0,0,0,0,0.046,0.29,0,0,0,0,0.019,0.022,0.03,0,0,0.01,0,10.246
12-10-16,0.372,0.187,0,0,1.28,0.515,1.225,0.638,0.072,0.735,0.093,0.421,0,0,0.099,0.221,0.214,0,0.054,0,0,0,0.838,0,0,0.093,0,0,0,0.06,0,0.005,0,0,0,0,0,0,0,0.017,0.282,0,0,0,0,0.075,0.063,0.045,0.141,0,0.021,0,11.853
13-10-16,0.358,0.152,0,0,1.376,0.454,0.525,0.467,0.081,0.85,0.033,0.316,0,0,0.085,0.217,0.21,0,0.038,0,0,0,0.777,0.006,0,0.069,0,0,0,0.06,0,0.004,0.001,0,0,0,0,0,0,0.07,0.285,0,0.001,0,0,0.027,0.025,0.017,0,0,0.013,0,9.403
14-10-16,0.371,0.238,0,0.948,0,0.26,0.584,0.29,0.209,0.753,0.067,0.161,0,0,0.045,0.218,0.212,0,0.013,0,0,0,0.707,0.11,0,0.036,0,0,0,0.06,0,0.003,0,0,0,0,0,0,0,0.015,0.289,0,0.004,0,0,0,0.007,0.021,0,0,0,0,9.345
15-10-16,0.329,0.135,0,1.024,1.405,0.168,1.068,0.46,0.077,0.636,0.031,0.007,0,0,0.059,0.221,0.087,0,0,0,0,0,0.509,0.016,0,0.057,0,0,0,0.06,0.001,0.011,0,0,0,0,0,0,0,0.016,0.292,0.002,0,0,0,0,0,0.002,0.032,0,0,0,9.895
16-10-16,0.302,0.139,0,0.792,0,0.41,1.079,0.539,0.14,0.73,0.029,0.195,0,0,0.069,0.221,0.153,0,0.032,0.526,0,0,1.131,0.008,0,0.063,0,0,0,0.058,0,0.005,0.005,0,0,0,0,0,0,0.027,0.288,0,0.001,0,0,0.035,0.035,0.022,0,0,0,1,10.819
17-10-16,0.298,0.212,0,0.842,1.35,0.363,1.036,0.236,0.121,0.787,0.034,0.026,0,0,0.054,0.222,0.078,0,0.002,0,0,0,0.952,0,0,0.055,0,0,0,0.059,0,0.004,0.006,0,0,0,0,0,0.062,0.068,0.291,0.001,0.001,0.004,0,0.012,0.009,0.007,0,0,0,0,10.266
18-10-16,0.344,0.182,0,0,0,0.374,0.631,0.118,0.221,0.818,0,0,0,0,0.063,0.22,0.014,0,0,0,0,0,0.619,0.022,0,0.058,0,0,0,0.061,0,0.009,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,6.616
19-10-16,0.358,0.067,0.003,1.356,1.278,0.465,0.387,0.312,0,0.851,0.46,0.198,0,0,0.211,0.219,0.233,0,0.069,0,0,0,1.122,0.01,0,0.17,0,0,0,0.061,0,0.005,0,0,0,0,0,0,0,0.073,0.288,0,0,0,0,0.024,0.026,0.018,0,0,0.013,0,12.126
20-10-16,0.304,0.144,0,0,1.347,0.377,0.569,0.362,0.298,0.78,0.04,0.102,0,0,0.073,0.219,0.313,0,0.018,0.336,0,0,0.88,0.027,0,0.052,0,0,0,0.061,0,0.009,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.026,0.024,0,0,0.003,0,9.659
21-10-16,0.292,0.078,0,0,0,0,0.689,0.161,0.068,0.732,0.037,0.264,0,0,0,0.216,0.019,0,0.036,0,0,0,0.15,0,0,0,0,0,0,0.058,0,0.001,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.051,0,2.326,0,0.024,0,8.332
22-10-16,0.217,0.129,0,0,0,0,0.16,0,0,0.598,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0.002,0.112,0,3.435,0,0,0,8.182
23-10-16,0.221,0.116,0,0,0,0,0.111,0,0,0.583,0,0,0,0,0,0.213,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.001,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0.112,0,3.446,0,0,1,8.156
24-10-16,0.23,0,0,0.595,0,0.131,0.212,0,0.074,0.615,0,0.077,0.065,0,0.029,0.212,0.074,0,0.032,0,0,0,0.35,0,0,0.02,0,0,0,0.059,0.003,0.006,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0.119,0.03,2.514,0,0,0,9.313
25-10-16,0.254,0.011,0,0,0,0,0.142,0.182,0.144,0.486,0,0.248,0.002,0,0,0.213,0.005,0,0.075,0,0,0,0.129,0,0,0.002,0,0,0,0.059,0,0.004,0,0,0,0,0,0,0,0.01,0.279,0.001,0,0,0,0.02,0.017,0.012,0,0,0.009,0,5.49
26-10-16,0.256,0.108,0,0,1.381,0.173,0.4,0.276,0.081,0.731,0.045,0.215,0,0,0.025,0.222,0.057,0,0.031,0,0,0,0.234,0,0,0.028,0,0,0,0.062,0.001,0.002,0,0,0,0,0,0,0,0,0.296,0,0.003,0,0,0.049,0.037,0.027,0,0,0,0,7.159
27-10-16,0.259,0.079,0,0.571,0,0,0.287,0.229,0.199,0.682,0,0.183,0,0,0,0.218,0.105,0,0.052,0,0,0,0.241,0,0,0,0,0,0,0.061,0,0.008,0,0.055,0,0,0,0,0,0.016,0.29,0,0,0,0,0.013,0.01,0.018,0,0,0,0,6.167
28-10-16,0.258,0.078,0,0.531,0,0.113,0.09,0.222,0.07,0.581,0,0.146,0,0,0.025,0.218,0.203,0,0.035,0,0,0,0.279,0.006,0,0.016,0,0,0,0.061,0,0.005,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0.046,0.036,0.025,0,0,0,0,5.67
29-10-16,0.4,0.04,0,0,0,0.471,0.358,0.43,0.142,0.861,0.024,0,0,0,0.157,0.219,0.138,0,0,0,0,0,1.53,0.117,0,0.129,0,0,0,0.059,0,0.006,0.001,0,0,0,0,0.009,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,7.939
30-10-16,0.342,0.023,0,0.761,1.383,0.685,0.655,0.361,0.474,0.814,0.013,0,0,0,0.19,0.224,0.154,0,0,0,0,0,0.862,0.043,0,0.214,0,0,0,0.059,0.002,0.011,0,0.055,0,0,0,0,0,0.018,0.299,0,0,0,0,0.001,0,0,0,0,0,1,11.516
31-10-16,0.355,0.197,0.02,0.106,1.333,0.283,1.135,0.432,0.231,0.719,0,0.314,0.009,0,0.048,0.223,0.116,0,0.043,0,0,0,0.813,0.012,0,0.037,0,0,0,0.058,0.098,0.004,0,0,0,0,0.006,0,0,0.01,0.288,0,0,0,0,0.001,0.001,0,0,0,0,0,10.659
01-11-16,0.39,0.031,0,0.116,0,0.636,0.561,0.471,0.076,0.792,0.106,0,0,0,0.103,0.222,0.167,0,0,0.003,0,0,0.764,0.061,0,0.087,0,0,0,0.061,0.001,0.006,0,0,0,0,0,0,0,0.027,0.295,0,0,0,0,0,0,0.019,0,0,0,0,7.761
02-11-16,0.372,0.192,0.007,0,1.333,0.609,1.053,0.747,0.271,0.762,0.042,0.176,0,0,0.169,0.223,0.204,0,0.058,0.066,0,0,0.691,0.026,0,0.127,0,0,0,0.06,0.044,0.005,0,0,0,0,0,0,0,0.056,0.288,0,0,0,0,0.027,0.026,0.015,0,0,0,0,11.554
03-11-16,0.572,0.131,0,0.171,1.41,0.535,0.446,0.667,0.339,0.79,0.068,0.348,0,0,0.096,0.218,0.07,0,0.08,0.553,0,0,0.572,0.054,0,0.076,0,0,0,0.061,0,0.002,0,0,0,0,0,0,0,0,0.284,0,0.001,0,0,0,0,0.03,0.001,0,0.007,0,11.716
