,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
1455926400,0.258,0.005,0,0,0,0,0.128,0,0,0.601,0,0,0,0,0,0.203,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,1,12,79,32,7.721
1456012800,0.438,0.136,0,0.849,0,0.283,0.226,0.415,0.09,0.737,0.085,0,0,0,0.053,0.208,0.047,0,0,0,0,0,0.794,0.038,0,0.045,0.003,0,0,0.029,0.002,0.005,0.006,0.072,0,0,0,0.007,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,8,78,16,9.616
1456099200,0.405,0.081,0.001,0,1.483,0.304,0.517,0.565,0.164,0.826,0.178,0.159,0,0,0.054,0.206,0.087,0,0.02,0,0,0,0.657,0.042,0,0.047,0.003,0,0,0.104,0.001,0.007,0.014,0,0,0,0,0.007,0,0.048,0.285,0,0,0,0,0.015,0.014,0.023,0,0,0,0,3,75,11,11.287
1456185600,0.389,0.158,0.007,0.743,0,0.156,0.616,0.466,0.164,0.863,0.098,0.563,0,0.461,0.106,0.204,0.121,0,0.083,0.651,0,0,0.699,0.033,0,0.024,0.003,0,0,0.102,0,0.006,0.002,0.055,0,0,0,0,0,0.021,0.279,0,0,0,0,0.036,0.037,0.032,0,0,0,0,1,81,3,10.022
1456272000,0.441,0.19,0,0.543,0.73,0.555,0.788,0.596,0.159,0.733,0.121,0,0,0,0.133,0.207,0.232,0,0,0,0,0,0.948,0.043,0,0.103,0.003,0,0,0.105,0,0.005,0.014,0,0,0,0,0,0,0.065,0.287,0.001,0,0,0.008,0,0,0,0,0,0,0,1,76,8,11.802
1456358400,0.654,0.202,0,0.87,0.835,0.411,0.544,0.401,0.227,0.7,0.481,0.113,0,0,0.327,0.215,0.033,0,0.022,0.368,0,0,0.835,0.043,0,0.147,0.004,0,0,0.105,0.002,0.006,0,0,0,0,0,0,0,0.041,0.287,0,0,0,0,0.029,0.023,0.011,0,0,0,0,1,79,5,10.226
1456444800,0.657,0.201,0,0.361,1.384,0.256,0.474,0.231,0.08,0.704,0.186,0.511,0.004,0,0.053,0.215,0.128,0,0.068,0,0,0,0.408,0.004,0,0.044,0.003,0,0,0.104,0.002,0.006,0.015,0.054,0,0,0,0,0,0.014,0.283,0,0,0,0,0.004,0.003,0.003,0,0,0,0,3,67,14,7.061
1456531200,0.592,0.023,0,0,0.238,0.394,0.281,0.285,0.246,0.7,0.115,0.039,0,0.369,0.057,0.218,0.088,0,0.005,0,0,0,0.363,0,0,0.059,0.003,0,0,0.107,0,0.004,0,0.064,0,0,0,0,0,0,0.293,0,0,0,0,0.008,0.006,0,0,0,0,1,4,72,16,9.551
1456617600,0.571,0.204,0.001,0.835,1.514,0.184,0.136,0.322,0.154,0.74,0.102,0.025,0,0,0.09,0.214,0.039,0,0.001,0,0,0,0.507,0.015,0,0.09,0.003,0,0,0.106,0,0.002,0.002,0.049,0.004,0,0,0.01,0,0,0.29,0.001,0,0,0,0,0,0,0,0,0,0,4,71,11,7.104
1456704000,0.415,0.217,0,0.469,0,0,0.295,0.149,0.093,0.694,0.051,0.408,0,0,0.001,0.212,0.014,0,0.058,0,0,0,0.267,0,0,0,0,0,0,0.103,0.002,0.005,0.005,0.064,0,0,0,0.005,0,0,0.282,0,0,0,0,0.022,0.017,0.011,0,0,0.042,1,8,81,23,7.736
1456790400,0.616,0.106,0,0,0,0.32,0.574,0.364,0.239,0.716,0.086,0.063,0,0,0.064,0.216,0.206,0,0.013,0,0,0,0.82,0.025,0,0.046,0.003,0,0,0.105,0,0.004,0.033,0,0,0,0,0.011,0,0,0.289,0.001,0,0,0,0.017,0.013,0.008,0,0,0,0,6,73,23,9.305
1456876800,0.438,0.091,0,0.474,1.532,0.183,0.585,0.224,0.317,0.757,0.09,0.063,0,0,0.039,0.216,0.159,0,0.015,0,0,0,0.69,0.03,0,0.027,0.003,0,0,0.105,0,0.004,0.029,0,0,0,0,0,0,0,0.288,0,0.002,0,0,0.02,0.015,0.009,0,0,0,0,6,70,24,8.223
1456963200,0.409,0.222,0,0,0,0.243,1.34,0.165,0.155,0.715,0.111,0.376,0,0,0.053,0.222,0.095,0,0.081,0,0,0,0.333,0.006,0,0.038,0.003,0,0,0.104,0,0.005,0.007,0.052,0.001,0,0,0.006,0,0,0.284,0,0,0,0,0.002,0.002,0.005,0,0,0.018,1,4,68,13,9.642
1457049600,0.524,0.194,0,1.054,0.638,0.356,0.515,0.38,0.141,0.755,0,0.041,0,0,0.086,0.218,0.025,0,0.008,0.45,0,0,0.666,0.029,0,0.071,0.004,0,0,0.107,0,0.004,0,0,0.008,0,0,0.004,0,0.056,0.292,0,0,0,0.017,0.003,0.002,0.005,0,0,0.004,0,2,82,13,10.274
1457136000,0.68,0.087,0,1.302,0.939,0.359,0.41,0.348,0.166,0.942,0.078,0,0,0,0.207,0.218,0.069,0,0,0,0,0,0.661,0.026,0,0.18,0.003,0,0,0.107,0,0.005,0,0,0.002,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,3,79,13,11.009
1457222400,0.589,0.194,0,0.637,1.526,0.217,0.327,0.16,0.155,0.77,0.073,0.08,0,0,0.043,0.217,0.022,0,0.007,0,0,0.05,0.594,0.02,0,0.033,0.003,0,0,0.105,0,0.005,0,0.058,0,0,0,0,0,0,0.287,0,0,0,0,0,0,0.003,1.137,0,0,1,2,79,16,8.484
1457308800,0.457,0.187,0.004,0.639,0,0.267,0.348,0.24,0.454,0.742,0.089,0.409,0,0,0.041,0.215,0.114,0,0.032,0,0,0,0.361,0.019,0,0.037,0.003,0,0,0.104,0.001,0,0,0.048,0,0,0,0,0,0,0.285,0,0,0,0,0.021,0.018,0.014,0,0,0,0,2,74,27,9.112
1457395200,0.587,0.178,0,0.657,0,0.374,0.55,0.328,0.076,0.814,0.503,0,0,0,0.055,0.219,0.085,0,0,0,0,0,0.894,0.037,0,0.118,0.003,0,0,0.107,0,0.011,0.071,0,0,0,0.003,0,0,0.051,0.293,0,0,0,0,0,0,0.009,0,0,0.013,0,7,84,18,10.558
1457481600,0.442,0.078,0,0,1.48,0.481,0.658,0.353,0.146,0.752,0.115,0.485,0,0,0.078,0.218,0.069,0,0.047,0,0,0,0.644,0.048,0,0.074,0.003,0,0,0.104,0,0.002,0,0.054,0,0,0,0,0.036,0.056,0.286,0,0.003,0.001,0,0,0,0.057,0,0,0.011,0,6,81,6,9.584
1457568000,0.618,0.116,0,0.665,0,0.306,1.61,0.164,0.267,0.818,0.215,0.03,0.001,0,0.052,0.22,0.16,0,0.001,0.553,0,0,0.392,0.016,0.014,0.047,0.003,0,0,0.108,0,0.009,0,0,0,0,0,0.007,0,0,0.289,0,0,0,0,0,0,0.003,0,0,0.002,0,4,86,10,11.428
1457654400,0.444,0.236,0,0.637,1.525,0.325,0.697,0.332,0.416,0.738,0.29,0.514,0,0,0.065,0.215,0,0,0.065,0,0,0,0.519,0.021,0,0.054,0.003,0,0,0.104,0,0.003,0,0.054,0,0,0,0,0,0.022,0.284,0,0,0,0,0,0,0.001,0,0,0,0,5,87,13,10.122
1457740800,0.695,0.13,0,1.274,0.84,0.397,0.283,0.477,0.194,0.732,0.143,0.013,0,0,0.072,0.214,0.029,0,0,0,0,0,0.737,0.018,0,0.061,0.003,0,0,0.106,0,0.003,0.001,0.053,0,0,0,0,0,0,0.289,0,0,0,0,0.002,0.003,0.002,0,0,0,1,3,85,11,10.222
1457827200,0.395,0.268,0,0.632,2.095,0.325,0.31,0.42,0.154,0.823,0.086,0,0,0,0.067,0.212,0.059,0,0,0,0,0,0.499,0.025,0,0.056,0.003,0,0,0.104,0,0.004,0,0.041,0,0,0.003,0.008,0,0.064,0.286,0.001,0,0,0,0,0,0,0,0,0,0,6,76,23,10.355
1457913600,0.411,0.257,0,0.637,1.433,0.193,0.298,0.415,0.086,0.764,0.125,0.38,0,0,0.039,0.212,0.118,0,0.075,0,0,0,0.523,0.016,0,0.029,0.003,0,0,0.103,0,0.005,0,0.052,0,0,0,0,0,0.027,0.281,0,0,0,0,0.029,0.024,0.021,0,0,0,0,6,89,13,11.451
1458000000,0.545,0.05,0.005,0.651,0,0.324,0.439,0.505,0.146,0.793,0.168,0.506,0.003,0,0.139,0.213,0.064,0,0.101,0,0,0,0.785,0.022,0,0.101,0.003,0,0,0.101,0.001,0.002,0.034,0.061,0,0,0,0,0,0.042,0.278,0,0,0,0,0.03,0.024,0.008,0.684,0,0.057,0,6,80,18,9.579
1458086400,0.41,0.263,0,0,1.557,0.329,0.523,0.344,0.231,0.784,0.142,0.206,0,0,0.065,0.214,0,0,0.024,0,0,0,0.425,0.007,0,0.075,0.004,0,0,0.104,0,0.005,0,0,0,0,0,0,0,0.031,0.284,0,0,0,0,0.019,0.014,0.006,0,0,0,0,6,79,13,9.819
1458172800,0.372,0.297,0,1.232,0,0.167,0.68,0.22,0.317,0.705,0.14,0.467,0.008,0,0.037,0.215,0.066,0,0.069,0,0,0,0.292,0.001,0,0.281,0.004,0,0,0.103,0.003,0.004,0,0.058,0,0,0,0,0,0,0.282,0,0,0,0,0.01,0.007,0.003,0,0,0.001,0,4,83,11,6.518
1458259200,0.475,0.012,0,0,0,0.237,0.296,0.264,0.249,0.766,0.442,0.024,0,0,0.052,0.218,0,0,0.011,0,0,0,0.556,0.004,0,0.042,0.003,0,0,0.107,0,0.004,0.019,0,0,0,0,0,0,0.008,0.293,0,0,0,0.012,0.016,0.011,0.008,0,0,0,0,7,79,14,9.796
1458345600,0.493,0.205,0,0.626,1.596,0.251,0.207,0.15,0.207,0.771,0.117,0,0,0,0.053,0.216,0.038,0,0,0.618,0,0,0.562,0.019,0,0.039,0.003,0,0,0.107,0,0.003,0.033,0.056,0.003,0,0,0,0,0.037,0.293,0,0.004,0,0,0,0,0,0,0,0,1,7,78,14,4.834
1458432000,0.647,0.122,0,1.308,0,0.071,0.062,0.314,0.082,0.733,0.121,0,0,0,0.016,0.216,0.028,0,0,0,0,0,0.436,0.014,0,0.011,0.003,0,0,0.107,0,0.004,0,0,0,0,0,0,0.053,0.027,0.29,0.001,0,0,0,0,0,0,0,0,0,0,8,77,14,1.005
1458777600,0.434,0.193,0,0,0,0.029,0.506,0.623,0.162,0.799,0.147,0.484,0,0,0.006,0.213,0.073,0,0.044,0.605,0,0.001,0.816,0.027,0,0.009,0,0,0,0.103,0,0.006,0.029,0.046,0,0,0,0,0,0.074,0.296,0,0,0,0,0.038,0.032,0.021,0,0,0,1,11,67,14,8.746
1458864000,0.253,0.306,0,1.46,1.48,0.042,0.196,0.074,0.073,0.755,0.107,0,0,0,0.008,0.215,0.029,0,0,0,0,0,0.449,0.033,0,0.007,0,0,0,0.072,0,0,0,0.059,0,0,0,0,0,0,0.29,0.001,0,0,0,0,0.046,0,0,0,0,0,10,82,27,3.967
1458950400,0.176,0.003,0,0,0,0,0.003,0,0,0.711,0,0,0,0,0,0.215,0.001,0,0,0,0,0,0.568,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0.121,0,0,0,0,1,8,76,29,4.029
1459036800,0.161,0.204,0,0,0,0,0.003,0,0,0.684,0,0,0,0,0,0.218,0,0,0,0,0,0,0.567,0.082,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0.001,0,0,0,0.124,0,0,0,0,0,9,68,45,5.127
1459123200,0.254,0.192,0,0.527,0,0,0.251,0,0,0.604,0,0,0,0,0,0.22,0,0,0,0,0,0,0.571,0.073,0,0,0,0,0,0.001,0.002,0.001,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0.112,0,0,0,0,0,8,68,23,10.358
1459209600,0.502,0.18,0.001,0.619,1.485,0.221,0.386,0.709,0.076,0.843,0.124,0.322,0,0,0.042,0.218,0.052,0,0.03,0,0,0,0.621,0.033,0,0.034,0.003,0,0,0,0,0.003,0,0,0,0,0.003,0.01,0,0.032,0.291,0,0,0,0,0,0,0.001,0,0,0,0,9,69,19,7.489
1459296000,0.322,0.261,0,0,0,0.297,0.57,0.522,0.278,0.696,0.139,0.317,0,0,0.07,0.215,0,0,0.064,0,0,0,0.283,0.004,0.018,0.063,0.003,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0.113,0,7,73,11,11.821
1459382400,0.372,0.351,0,1.047,1.511,0.423,0.73,0.363,0.213,0.838,0.204,0.333,0,0,0.082,0.215,0.01,0,0.081,0,0,0,0.385,0.005,0,0.064,0.003,0,0,0.105,0,0.003,0,0.059,0,0,0,0.004,0,0,0.282,0,0,0,0,0,0,0.002,0,0,0.005,0,6,70,16,6.574
1459468800,0.285,0.268,0,0,0,0.207,0.385,0.494,0.156,0.789,0.124,0,0,0,0.046,0.211,0,0,0,0,0,0,0.354,0.006,0,0.033,0.003,0,0,0,0,0.004,0,0,0.008,0,0,0,0,0.051,0.283,0.001,0,0,0,0,0,0,0,0,0,0,10,71,19,10.278
1459555200,0.303,0.231,0,0.801,1.516,0.261,0.199,0.7,0.074,0.77,0.136,0,0,0,0.103,0.211,0.039,0,0,0.684,0,0,0.598,0.035,0,0.087,0.003,0,0,0,0,0.004,0,0,0,0,0,0.006,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,11,80,19,7.767
1459641600,0.3,0.267,0,0.332,0,0.366,0.306,0.705,0.161,0.845,0.095,0,0,0,0.129,0.211,0,0,0,0.075,0,0,0.53,0.014,0,0.126,0.003,0,0,0,0,0.002,0,0,0,0,0,0,0,0.071,0.285,0,0,0,0,0,0,0,0,0,0,0,11,78,13,10.641
1459728000,0.336,0.314,0.002,0,1.484,0.388,1.249,0.55,0.227,0.863,0.296,0.188,0,0,0.069,0.217,0,0,0.028,0,0,0,0.606,0.004,0,0.058,0.003,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.284,0,0.001,0,0,0,0,0.022,0,0,0.008,0,10,71,10,7.117
1459814400,0.257,0.306,0,0.789,0,0,0.235,0.395,0.141,0.744,0.116,0.113,0,0,0,0.212,0,0,0.021,0.057,0,0,0.359,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0.284,0,0,0,0,0.025,0.026,0.019,0,0,0,0,10,66,8,9.146
1459900800,0.383,0.171,0,0.355,1.412,0.109,0.316,0.234,0.156,0.829,0.027,0.289,0.001,0,0.02,0.215,0.077,0,0.01,0,0,0,0.825,0.042,0,0.014,0,0,0,0,0,0.001,0.033,0.069,0,0,0,0,0,0,0.287,0,0.001,0,0,0,0.051,0.038,0,0,0,0,7,72,14,4.835
1459987200,0.187,0.074,0,0.003,0,0,0.212,0,0,0.631,0,0,0,0,0,0.219,0,0,0,0.519,0,0,0.73,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0.041,0,0,0,0,0,8,76,24,3.972
1460073600,0.205,0.194,0,0,0,0,0.123,0,0,0.65,0,0,0,0,0.001,0.216,0,0,0,0,0,0,0.561,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,1,7,78,24,6.311
1460160000,0.36,0.202,0,0.807,0,0.201,0.162,0.196,0.004,0.684,0.008,0,0,0,0.041,0.216,0,0,0,0,0,0,0.551,0.062,0,0.032,0.003,0,0,0,0,0.005,0,0,0,0,0.003,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,4,75,19,6.424
1460246400,0.35,0.304,0,0,0,0.384,0.284,0.391,0.151,0.72,0.013,0,0,0.575,0.06,0.219,0.005,0,0,0,0,0,0.183,0.005,0,0.058,0.003,0,0,0,0,0.003,0,0,0,0,0,0,0,0.015,0.295,0.003,0,0,0,0,0,0,0,0,0,0,11,81,10,8.324
1460332800,0.309,0.248,0,0.703,1.459,0.101,0.132,0.295,0.215,0.778,0.033,0,0,0,0.024,0.214,0.059,0,0,0,0,0,0.397,0.002,0,0.017,0.003,0,0,0,0.003,0.004,0,0.056,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,1,11,70,13,6.202
1460419200,0.282,0.336,0,0,0,0.274,0.279,0.285,0.275,0.836,0.134,0,0,0,0.055,0.215,0.02,0,0,0,0,0,0.428,0,0,0.062,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0.058,0.29,0,0,0,0.01,0,0,0,0,0,0,0,10,69,6,6.894
1460505600,0.266,0.339,0.003,0.765,0,0.3,0.241,0.191,0.083,0.709,0.066,0.055,0,0,0.07,0.212,0,0,0.018,0,0,0,0.302,0.008,0,0.057,0.003,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.282,0,0,0,0,0,0.04,0,0,0,0,0,11,69,11,7.719
1460592000,0.276,0.297,0,0.377,1.466,0.133,0.284,0.206,0.236,0.788,0.068,0,0,0,0.031,0.212,0.069,0,0,0,0,0,0.274,0.009,0,0.022,0.003,0,0,0,0,0.011,0,0.072,0.014,0,0,0,0,0,0.286,0,0,0,0,0,0.003,0,0,0,0,0,10,88,8,8.263
1460678400,0.312,0.164,0,1.45,0,0.227,0.272,0.408,0.256,0.784,0.093,0,0,0,0.034,0.211,0.161,0,0,0,0,0,0.271,0.004,0,0.035,0.003,0,0,0,0.001,0.005,0.011,0,0.015,0,0,0,0,0.024,0.285,0,0,0,0,0,0,0,0,0,0,0,6,78,14,9.378
1460764800,0.381,0.159,0.005,0,1.466,0.094,0.111,0.489,0.088,0.804,0.087,0.443,0,0,0.039,0.207,0,0,0.093,0,0,0,0.735,0,0,0.03,0,0,0,0.001,0,0.003,0,0.05,0,0,0,0,0,0.034,0.281,0,0,0,0,0.017,0.007,0.034,0,0,0.013,1,6,65,10,6.661
1460851200,0.335,0.365,0,0.514,0,0.308,0.234,0.32,0.14,0.759,0.039,0.009,0,0,0.05,0.209,0,0,0.002,0,0,0,0.42,0,0,0.063,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0.017,0.291,0,0,0,0,0,0,0,0,0,0.003,0,7,61,14,9.381
1460937600,0.364,0.245,0,1.083,1.476,0.136,0.204,0.259,0.081,0.681,0.08,0,0,0.543,0.027,0.21,0.038,0,0,0.521,0,0,0.309,0,0,0.021,0.003,0,0,0,0,0.005,0,0,0.012,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,9,65,13,6.454
1461024000,0.279,0.32,0,0,0,0.574,0.425,0.366,0.331,0.759,0.103,0,0,0,0.097,0.21,0,0,0,0.09,0,0,0.212,0.003,0.01,0.069,0.003,0,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,6,77,14,8.073
1461110400,0.288,0.36,0.001,1.208,0,0.46,0.583,0.263,0.393,0.767,0.088,0.02,0,0,0.09,0.212,0,0,0.005,0,0,0,0.246,0.007,0,0.066,0.003,0,0,0.002,0,0.005,0,0,0.016,0,0,0,0,0,0.294,0,0,0,0,0.005,0,0.002,0,0,0,0,9,73,19,10.138
1461196800,0.389,0.257,0,0.524,1.44,0.228,0.313,0.422,0.127,0.717,0.094,0.316,0,0,0.082,0.207,0,0,0.088,0.481,0,0,0.36,0.017,0,0.037,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0.005,0.285,0,0,0,0,0.025,0.02,0.012,0,0,0,0,8,80,16,8.039
1461283200,0.376,0.157,0,0,1.461,0.216,0.331,0.384,0.23,0.789,0.096,0.046,0,0.494,0.37,0.208,0,0,0.007,0,0,0,0.713,0.02,0,0.058,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0.009,0.007,0.004,0,0,0,0,7,69,13,9.314
1461369600,0.384,0.301,0,0.627,0,0.195,0.885,0.11,0.318,0.755,0.175,0,0,0.465,0.138,0.217,0,0,0,0,0,0,0.591,0.018,0,0.317,0.003,0,0,0,0,0.009,0.001,0.051,0,0,0.003,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,1,6,70,11,8.797
1461456000,0.442,0.181,0,0,1.492,0.177,0.361,0.311,0.139,0.825,0.318,0.088,0,0,0.036,0.212,0.052,0,0.004,0.398,0,0,0.356,0.001,0,0.029,0.003,0,0,0,0,0.003,0,0.056,0,0,0,0,0,0.028,0.298,0,0,0,0,0,0.008,0,0.273,0,0.018,0,6,81,14,7.971
1461542400,0.348,0.239,0,1.234,0,0.171,0.85,0.358,0.157,0.858,0.06,0.012,0,0,0.034,0.215,0.059,0,0,0,0,0,0.351,0,0,0.025,0.003,0,0,0,0.001,0.005,0,0,0.014,0,0,0,0,0.035,0.295,0,0,0,0,0,0,0,0,0,0,0,6,68,19,8.09
1461628800,0.417,0.262,0,0,1.471,0.471,0.382,0.284,0.163,0.728,0.279,0.027,0,0,0.093,0.211,0,0,0.001,0,0,0,0.124,0,0,0.067,0.004,0,0,0.001,0,0.004,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,6,67,16,6.511
1461715200,0.405,0.325,0,0,0,0.404,0.36,0.199,0.323,0.778,0.192,0.04,0,0,0.106,0.211,0,0,0.006,0,0,0,0.248,0.008,0,0.053,0.003,0,0,0.001,0,0.004,0,0.006,0,0,0,0,0,0.022,0.295,0,0.003,0,0,0.011,0.01,0.007,0,0,0,0,7,63,16,9.818
1461801600,0.419,0.228,0,1.136,1.564,0.221,0.313,0.399,0.2,0.781,0.108,0.378,0,0,0.047,0.208,0.001,0,0.087,0,0,0,0.445,0.004,0,0.035,0.003,0,0,0,0,0.004,0,0.075,0,0,0,0,0,0.021,0.286,0,0,0,0,0.01,0.008,0.001,0,0,0,0,8,60,23,8.82
1461888000,0.322,0.347,0,1.214,0,0.226,0.371,0.255,0.22,0.684,0.124,0.037,0,0.506,0.053,0.21,0,0,0.015,0,0,0,0.511,0.001,0,0.037,0.004,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.292,0.002,0.001,0,0,0,0,0,0,0,0,0,8,59,10,8.981
1461974400,0.385,0.336,0,0,1.44,0.498,0.665,0.468,0.157,0.82,0.052,0,0,0,0.102,0.214,0,0,0,0.127,0,0,0.671,0.042,0,0.075,0.004,0,0,0.023,0,0.001,0,0,0,0,0,0,0,0,0.297,0,0.001,0,0,0,0,0,0,0,0,0,9,60,13,9.002
1462060800,0.332,0.314,0,1.578,0,0.395,0.603,0.213,0.325,0.883,0.058,0,0,0,0.069,0.211,0,0,0,0,0,0,0.403,0.027,0,0.074,0.003,0,0,0.105,0,0.005,0.007,0,0,0,0,0,0,0.018,0.29,0,0,0,0,0,0,0,0,0,0.01,0,12,78,23,8.81
1462147200,0.235,0.194,0,0,1.368,0.456,0.707,0.309,0.16,0.86,0.104,0,0,0,0.081,0.212,0.024,0,0,0,0,0,0.779,0,0,0.062,0.003,0,0,0.106,0,0.007,0.007,0,0,0,0,0,0,0.038,0.293,0,0,0,0,0,0,0,0,0,0,0,10,58,13,8.498
1462233600,0.256,0.318,0,0,1.451,0.529,0.5,0.324,0.131,0.877,0.377,0,0,0,0.178,0.211,0,0,0,0,0,0,0.432,0,0,0.079,0.003,0,0,0.107,0,0.004,0,0,0,0,0,0,0,0.056,0.294,0,0.006,0,0,0,0,0,0,0,0,0,9,57,13,9.348
1462320000,0.27,0.377,0,1.187,0,0.34,0.296,0.343,0.269,0.737,0.101,0.409,0,0,0.067,0.204,0,0,0.096,0,0,0,0.128,0.004,0,0.047,0.003,0,0,0.103,0,0.004,0,0.049,0,0,0,0,0,0.022,0.281,0,0.002,0,0,0,0.003,0.003,0,0,0.018,0,11,60,10,9.992
1462406400,0.249,0.386,0,1.034,1.375,0.275,0.484,0.438,0.241,0.894,0.328,0,0,0,0.055,0.21,0,0,0,0.002,0,0,0.224,0.01,0,0.044,0.003,0,0,0.107,0,0.002,0,0,0,0,0,0,0,0.042,0.293,0,0,0,0,0,0,0,0,0,0,1,12,74,11,7.516
1462492800,0.248,0.341,0,0,0,0.477,0.894,0.203,0.14,0.879,0.092,0.177,0,0,0.094,0.214,0,0,0.026,0.017,0,0,0.475,0,0,0.086,0.003,0,0,0.108,0,0.004,0.002,0.073,0,0,0,0,0,0,0.294,0.001,0,0,0,0,0,0,0,0,0,0,14,69,19,8.931
1462579200,0.245,0.287,0,0.52,1.364,0.366,0.844,0.574,0.347,0.864,0.115,0,0,0,0.067,0.218,0,0,0,0,0,0,0.069,0,0,0.08,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.015,0.301,0,0,0,0,0.002,0,0,0,0,0,0,16,66,14,8.061
1462665600,0.246,0.354,0,0,1.376,0.16,0.51,0.384,0.306,1.047,0.064,0,0,0,0.033,0.214,0,0,0,0,0,0,0.186,0,0,0.247,0.003,0,0,0.108,0,0.006,0,0,0.003,0,0,0,0,0,0.301,0,0,0,0,0.001,0,0,0,0,0,0,16,72,11,7.812
1462752000,0.249,0.268,0.005,0.483,0,0.171,1.609,0.215,0.3,0.878,0.055,0.079,0,0,0.032,0.217,0,0,0.014,0,0,0,0.269,0,0,0.025,0.003,0,0,0.107,0.001,0.006,0,0,0.015,0,0,0,0,0,0.294,0,0,0,0,0.006,0.007,0.005,0,0,0,0,14,92,26,9.068
1462838400,0.248,0.114,0,0.493,0,0.315,0.98,0.421,0.241,0.938,0.052,0.211,0,0.502,0.062,0.209,0,0,0.057,0,0,0,0.463,0.021,0,0.043,0.006,0,0,0.103,0,0.003,0,0,0,0,0.003,0,0,0,0.285,0.001,0,0,0,0.01,0.008,0.014,0,0,0,0,16,92,14,12.069
1462924800,0.253,0.22,0,2.586,1.332,0.464,0.501,0.347,0.156,0.991,0.07,0.035,0,0,0.087,0.215,0,0,0.008,0.35,0,0,0.606,0,0,0.101,0.002,0,0,0.11,0,0.006,0,0,0.004,0,0,0,0,0.039,0.314,0,0,0,0,0.01,0.009,0.008,0,0,0.012,0,16,71,2,8.606
1463011200,0.252,0.376,0.032,0.451,1.24,0.17,0.431,0.447,0.08,0.957,0.076,0.126,0,0,0.037,0.215,0,0,0.006,0,0,0,0.201,0,0,0.094,0.003,0,0,0.109,0,0.011,0,0,0.01,0,0,0,0,0.042,0.332,0,0,0,0,0.001,0,0.017,0,0,0.016,0,14,73,19,5.693
1463097600,0.248,0.284,0.002,0,0,0,0.133,0.308,0.063,0.917,0.059,0.207,0,0,0.011,0.212,0,0,0.032,0,0,0,0.237,0,0,0.007,0.002,0,0,0.108,0,0.001,0,0,0.007,0,0,0,0,0,0.313,0,0.001,0,0,0,0,0,0,0,0.024,0,8,61,14,3.602
1463184000,0.241,0.278,0,0,0,0,0.003,0,0,0.738,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,1,9,64,10,3.851
